video_id,text,community_label
N9O6JcPMfIs,LIVE: Trump Legal Team Presents CLEAR Evidence of Fraud Before Georgia Senate Committee 12/3/20,2
cK7uS50kloc,"💣💥SIDNEY - ""ITS MASSIVE CRIMINAL VOTER FRAUD..IS GOING TO BLOW THE MIND OF EVERYONE IN THIS COUNTRY⚡",2
ruAQuk-LTR4,Trump: I'll Shut Down The Military Because Of Twitter!,0
ZzN2Cdkvj1c,Georgia voter fraud Sample,2
_T57LEcYAD0,VOTER FRAUD 2012: Democrat admits to voting twice & mailing in multiple ballots!,2
YpcJ4dhW9dA,"Laziness Leads To Sloppiness, And Sloppiness Is How Things Get Exposed",2
OKT9fVlixLA,"I Am Pretending to Commit Voter Fraud For $25,000 from Project Veritas",0
vSv7pEZrkc8,Trump Won 2020 - We'll Stop The Steal,2
FhrwNngtaLo,9 justices of the Supreme Court will receive President Trump Case on Voter Fraud,2
xWu0mtiw6eg,A hacker only needs 1 minute to change election results in 24 states.,2
iqNV5wnB6uM,Texas voter warns of machines changing votes,2
JkGyrF8NX5E,"Joe Biden we have “most extensive  ""'VOTER FRAUD"""" organization” in history.",2
v1dcS5FXwwg,Chinese Communist Election Interference,2
IqU5HivjNPs,Daniel Cameron Joins 45's Election Fraud Case,0
Pm6NzQ-rjUg,Expuesto el Fraude...fraud exposition,4
-si8ZJkWORk,How State Legislatures Could Decide Who Won the 2020 Election,2
1A3PXlFFYCs,"PROMISES KEPT: Trump Orders Pentagon to Pull Troops out of Afghanistan, Iraq",2
r7H1L9s9HyM,Donald Trump Announces He Won Michigan,2
Z-iqL2KDMOY,Biden LOSES president elect status,2
lTXCUudOJn8,Trespassed from Voting at the Supervisor of Elections,1
l2l0YnKomvY,Ep. 409 Voter Fraud... What Voter Fraud? - The Common Sense Show®,2
MJmSbo9Aafs,Georgia: Protesters demand fresh general elections at Tbilisi rally,2
oysFCNPg0DA,"Joe Biden: I Tried to 'Prostitute Myself' to Big Donors, Was 'The Token Black'",2
kuwLb4wxyts,Election Chaos & Fiat Fraud Near 50 Years Running,2
a6nDgjDVf40,"Agenda 21 Radio November 4, 2020 Election Update #1",1
uaD8LQZZYZU,Election Fraud in Wisconsin and Michigan,4
o_MBGKwRJQI,Dr.SHIVA LIVE: Election Fraud MA 2020:  The Big Picture – Part 1,2
MzcqF9eTAaY,Dr SHIVA LIVE MIT PhD Analysis of Michigan Votes Reveals Unfortunate Truth of U S  Voting Systems,2
VB0YVjvdyic,@michaeljohns gives advice to anyone who participated in election interference,2
E3j8q5m9E5c,Tucker: Multiple military mail-in ballots found trashed in Pennsylvania,2
NU1TvNFsNVU,Okla. Election Board responds to video of discarded ballots,2
A9czNo1GR0o,Why The Left Rages Against Trump & For Lawlessness,2
gtqwW1p_MLQ,ALL OF OUR WITNESSES ARE BEING MURDERED! SAY DNC ELECTION FRAUD LAWYERS!,2
7leZ44uozVA,"Voter Fraud ""Has Never Happened"" - So It Never Will?",1
8Gw7wlj9XY8,UPDATE by JOHN Solomon on Lou Dobbs Dominion & Smartmatic Voter Fraud,2
XWOqYh_M-4A,CNN caught switching Presidential votes Florida!,2
F0EnXjHK7Ew,"Trump Vows To Continue Election Fight, Cites Examples Of Fraud & Why Results Should Be Overturned",2
sWycXvLbK-o,Media 'is playing games' in wake of US election,2
bRy_QCkoJmQ,Trumps Executive Order To Stop Interference In US Elections - Art Of War,2
SlLI9Ftuk74,Dominion IT Whistleblower Mellissa Cardone Details Ballot Counting Fraud in Detroit Michigan!,2
v6RdlfgaXck,Crowder reads 234 Pages of sworn affidavits - Election fraud and voter fraud is what they found,2
ocuc9ppVnx4,Michigan State Senate Committee on Oversight Holds Hearing on Election Issues (2/2),2
XsK3xujNTTs,"BREAKING TRUMP TEAM HAS SOME OF THE DOMINION MACHINES, THEY FOUND PROOF OF VOTE SWITCHING!",2
zb4Gor67TGE,😱LIN WOOD y SIDNEY POWELL|| STOP THE STEAL|| MUY FUERTE 😱,4
CUnRPPUGzaI,Trump Team has Dominion Machine with EVIDENCE of Voter Fraud,2
_fHfgU8oMSo,Sinclair's Soldiers in Trump's War on Media,2
8SbN6yyOvLI,Mail-in ballots' found in trash #stopthesteal,2
v9sfrLNV8zI,National conservative group Amistad Project to challenge presidential election results in key states,2
tl8GXrwm6xA,Election Fraud PROOF Michigan Republican Chairman Laura Cox  Ronna McDaniel 11/6/20 Full Presser,2
NeeyfYyCa-U,"Trump: „Nichts, das es wert ist getan zu werden, war jemals, jemals, jemals leicht.“",2
YhpLcts4XhM,Georgia Video Evidence of Fraud,2
DVn7fnSQboQ,Fraud votes are being cast in ballots every where #stopthesteal,2
tw-bBW8OLkM,Data Analysts Release HUGE Document Calling Hundreds Of Thousands Of Votes Into Question,1
6pFP3dWr7LA,Media Officially in PANIC MODE over Trump’s Election Fight!,2
D-NzlXFeDEE,Coffee County GA Election Officials Demonstrate Changing Votes On Voting Machines,1
Yp97PF8ByQk,WATCH: Trump campaign speaks as presidential vote count continues,2
Mg2zTj_i0OM,Election fraud exposed in Michigan,2
K_WxSqpSKYU,election Fraud 2020 Pennsylvania Judge Grants Hearing For President Trump On Ballots,2
_QNHF7ImHQ4,BREAKING: Updated Map Shows Trump Winning Presidential Election!,1
nOEIw2UaLdc,US death toll from coronavirus will be 'substantially below' 100K: Trump,2
5Whmk0Vadvc,Federal judge refuses to expand Indiana mail-in ballot counting deadline,2
bEddu0jJSuU,The Plot Thickens - wow mail #VoterFraud,2
LlYxAOJ00rs,Violent Protests In Gilgit-Baltistan Break Out Over Alleged Election Fraud,0
UO8hTc5vdaA,Live Q&A: Did Trump Give Go-Ahead to Biden Transition? | Crossroads,2
FbA6goRyfcs,Joe Biden Admits Voter Fraud,0
_baF-GV29no,Fraudarea alegerilor din SUA - 50 de mii de hackeri români implicaţi,2
mvhMrBMMpi8,Live With The Team Investigating Voter Fraud Including Ex Trump Head of Data Matt Braynard,2
ckLoih1AsZ4,SEE Inside County Elections Signature Envelopes Storage,2
BIl2ICge0Es,America Decides 2020: Rudy Giuliani vows Trump team will fight 'crooked' election results | 7NEWS,2
kM6S4O-5IsE,Vote by Mail Fraud Obama 2012 Victory,2
sHAkDTlv8fA,"Former President Obama unleashes on Trump, GOP - Full speech from Illinois",2
i33FYpu_zrc,"Biden Admits To Putting Together The ""Most Extensive...Voter Fraud Organization"" In History",2
VSSgldkIjUU,Gravitas: Bird of the year election hacked in New Zealand,2
JNX_ygC9p2s,Colonel Waldron Testifies About Dominion in Arizona Voter Integrity Hearing  - Cyber Security Expert,0
tdSBgBQkzVo,GOP election hearing takes action on voter fraud in Pennsylvania,0
2VPsjzaEvPg,Texas Lt. Gov. Dan Patrick Offers Up To $1M Reward For 'Voter Fraud Whistleblowers And Tipsters',2
_eMrAZLorQs,BREAKING: Data group exposes wide spread Mail-In Ballot Fraud.,2
hosHLICXX88,Dozens of Ballots Found Inside NJ Dumpster; USPS Mail Carrier Charged #stopthesteal,2
hKUsu97SVlU,US electoral counting system is a ‘complete dog’s breakfast’: Joe Hockey,2
INthgE9DG5o,LIVE: Trump Rally outside of Georgia Governor's Masnion!,0
tx0uCAp3kiw,Rep Kevin McCarthy speaks to press after Election Day,2
w7vJtDWSRO0,The power of private citizens in fight for election,2
gWvQ1DOa6p4,Proof TV Reports the Rigged Results to Craft Public Opinion,2
X1gCNlO-Jsc,"Trump Prophecies 2020,  Impeachment. Two term president.",2
SAcG1Yd6DYg,"Ep. 28 2020 Election & Voter Fraud - Your Voice, Your Call with Chris Moore",2
4dS48-Xca70,"The Animals ""Cheating""",2
SmUxl6g6nlQ,Joe Biden's Thanksgiving table! | Greg Kelly,2
8tdQHvMnFXQ,TRUMP FOR 365? The path to a landslide,2
OidT-xjSLEs,Kamala Harris is literally campaigning at polling stations as people stand in line to vote...,2
uEY3GBVKnHI,US election Voter Fraud Compilation 2020!,2
0tzlQ_ZwpNc,"Nick Fuentes Gives His Final Speech at the #StoptheSteal Rally in Harrisburg, PA",2
nxED5ESdUsI,Trump Dancing But This Time To Levan Polkka Song,0
tKRbwsF7BsU,"Malware Found in Voter Machines !! Arizona; Jenna Ellis, Rudy Giuliani, Phil Waldron",2
BNKNokP12Es,Caught On Camera Changing Votes At The Polls,2
iJXwliiXoeE,"Misinformation 2020! Let The Chaos Commence, Or Will Trump Just Lay Down?",2
mGlwBpelo9A,Michael Lindell speaks in front of SCOTUS during #StopTheSteal rally in Washington DC,2
1vwREeQAKMk,Voter Fraud and Bad Presidents | The State of the U #10,0
x1imn8iKIgc,Joe Biden's Disturbing Connections to the Radical Great Reset,2
FiFnoQ3MAUM,A pastors view of the stealing of the American Presidency,2
4DWitmzIt4M,"Ep. 1406 There IS Evidence of Fraud, But You Have to Open Your Eyes - The Dan Bongino Show®",2
-aySny0AdY8,Biden Administration and Cope Culture,0
DkK3GB6SZX4,California GOP Lost 7 of 14 House Seats by Ballot Harvesting -- After Election Day,2
EeEA5rpryFU,"Scytl, l'entreprise allemande, soupçonnée d'être au coeur de la fraude électorale américaine",2
Lylj4Xvp8Gs,URGENT PRAYER 🙏🏽 AGAINST ELECTION FRAUD IN AMERICA !!! By DUTCH SHEETS,2
PlZfNlxxPvM,Election Fraud! Vote Rigging How to Spot the Tell-Tale Signs,2
UeIs4ALWs1c,DETROIT LEAKS  THIS VIDEO PROVES VOTER FRAUD IN MICHIGAN!!!,0
FHIqRzUJcGA,"""Xavier Khouri"" Dominion owner ""Nick Ikonomakis""  - voter fraud videos",2
V-QY1tnknHA,"AS USELESS AS TITS ON A BARR: AG BARR APPOINTS THIS GUY TO INVESTIGATE ""VOTER IRREGULARITIES"" !!!",2
Mmqtesg9b3w,The Joe Mobley Show | Ann Gummalla,2
tXcRu2Gwn9M,"There were a lot of dead people who ""voted"" in this election, it's a total fraud!",2
_9rZ-z4MPYc,Gohmert what can the COURTS do to fix the Election FRAUD,2
WfHZUS_ju0E,Donald Fagen I.G.Y. (What a Beautiful World),2
OJ-wR0pnwpw,Former USA VP BIDEN,2
FvS1ShJrs6o,Right to Pray in Public Schools President Trump announcement: full video,2
r7ZxCrbDqlE,YouTube Censorship Email Revealed & 18 States Join Texas SCOTUS Suit | DIRECT MESSAGE | Rubin Report,2
bpMfM9qa570,How hackers could swing the election,2
jWnwQnMVIWs,Caught driving in with illegal extra provisional ballots for the 2018 midterm elections in Florida,2
-X1izdgfxmA,Voter Fraud 2020: Compilation of Videos (Evidence),2
lgediwNcDCY,Pennsylvania Seems to Be Counting Naked Ballots & Other Invalid Ballots Based on News Reports,2
eaw3TmXMziM,"LIVE: Atlanta, Georgia Stop The Steal March!",2
yp461QMv0aY,Patriots Rally In D.C. Before The March For Trump Event.,2
VgrJJuxkqmg,Jeremy Bravo | “Stop The Steal”,2
CJqzEGKEgsI,Vote Vermin Love Supreme 2020 God And Country Are Watching Tiktok Russian Bots {Who Shot JFK? Mix},0
BBXhCO81QmI,(ENG)David vs. Goliath: A Korean Politician’s Fight to Dig to the Bottom of a “Rigged” Election,2
ch-1m8l-uHE,"Everything The Media Won't Tell You, John Bolton Exposed!",2
gT77qP2Nai8,"@ProjectVeritas_ : Jim Moran's (D-Va.) Field Director Conspires to Commit Voter Fraud, Forge Docs",2
R5mhNsSWWs8,「フェイクニュースだけがバイデンを勝者と呼んでいる」トランプ大統領 【字幕ニュース】Trump: Only Fake News Calls Biden Winner,3
7I29u5N-_MI,Stolen Trump ballots burned Nothing to see here,0
NUWFFOvHYMc,"Are you already tired of hearing there is ""no evidence"" of voter fraud?",2
TWEmVRZikEk,Color Revolution: Deep State to Steal Election From Trump or Negotiate Away Electoral College?,2
rTYL9yyOKD8,Why Biden is not president yet?,2
7U9sWnhU73o,US Elections: Donald Trump campaign holds press briefing,2
UJrvDdEKveE,Sidney Powell on Lou Dobbs talking about Dominion Voting Machines and prosecute of 2020 voter fraud,2
nKn46DnVogo,We have the most extensive voter fraud organisation EVER: Joe Biden,2
j0lbk6YxDwY,Whoever wins the election will be seen as illegitimate.,2
G3w1nldWkOk,Yes! I witnessed fraudulent behavior well!,2
23Wc_ztZ2Lg,Intel General States CIA to launch Operation Scorecard To Change Election Results,2
kvHuak2O8sc,Even Libertarians are Confused on Biden's Win?,2
s_8wOvayqso,Election Special Part 3: How The Bipartisan Swamp Is Engineering Election Chaos In Philadelphia,1
hHUxRGAZi4Y,Interventions: Shock the Republican Monkey,0
qIPaqh3v6h4,Florida Man Takes Page from Trump Campaign Playbook | The Mehdi Hasan Show,0
XDJzeI6H7qI,"Nick Fuentes at Stop The Steal - Atlanta, GA",2
OSTdGdtFg5Q,Voter fraud in Michigan: is this real??? ft. An0maly @LegendaryEnergy (Pardes Live #188),2
DBBd7r-h1vE,"Corey Lewandowski: We Will be Investigating Massive Allegations of Voter Fraud in GA, PA, AZ, ect.",2
TFKigfQ-jv0,The Secrets of Voting Machines Revealed   Election Fraud 2020,1
nES1aIT0Tpo,Stacey Abrams and Joe Biden trying to escape after committing voter fraud,2
2sIxHVRYcaw,ROGER STONE FINGERS BILL GATES IN NATIONWIDE ELECTION FRAUD      RM5zjWjNKeKF,2
phEm7MrSKvk,#Democrats Change Rules Allowing #Voting After #Election Day,0
-eke3lIyQac,"BREAKING NEWS: Proof of Ballot Fraud 🗳️🚫 in Pennsylvania on TV 📺 as 19,958 Votes SWITCHED! 🤬",2
eLFdShpNHTY,Who is STEALING the election? The BANKERS,1
ktVYMf7UKDY,Voter fraud mastermind's secret meeting with biden caught on tape,2
-CtcW_yMYEE,Trump Campaign holds news conference in Philadelphia | U.S. Election 2020,2
00lOp0PJYk0,"Trump's Legal Adviser Jenna Ellis Rips Media: ""You Are Not Unbiased Jurors""",2
zsnNtbT6xkg,"MASSIVE BOMBSHELL PROOF (764) ELECTION  FRAUD, TRUMP CARD!",2
TFuHx8lYBVo,TRUMP EXPOSES ELECTION FRAUD,2
ZDfqqKurwv8,Candidate Challenge: Joe Biden,2
XCqSkrHpWFg,Ghost Voters,2
MUIGdkSw6N4,Eric Discusses Today's Public Hearings In Three Swing States To Look Into Voter Fraud.,2
4enWUL1X9AU,"PA Poll Watcher at Trump Presser: ""May Be More"" than 125,000 Ballots Were Counted out of Our Sight",2
ggJNrDf6S_4,Key Largo - Counting Votes,2
XlxN_GIoepg,The Steal Continues | Guest: Matthew Peterson | 11/5/20,2
fsqwR53d3ZQ,#RogerStone Hailed at South Florida Stop the Steal Rally,2
SwckGkXSEBk,Evidence of Confirmed WIDESPREAD Fraud Worse Than What we See in Third World,2
KSOrRo3VWRo,"TEXAS DEMOCRATS ARRESTED FOR ELECTION FRAUD, MAIL BALLOT VOTE HARVESTING SCHEME",2
ajkuZh9dIgw,President Trump will win Arizona then Pennsylvania and he will be re-elected,2
do8ZK6v35WE,LIVE: Beverly Hills Stop the steal Freedom rally 11/21/2020,2
ZiXwhhOJ0RA,Assessing testimonies regarding election irregularities (PART 1),2
m2z8Ya4jK7g,The Arizona Secretary of State's Office is certifying the results of the 2020 General Election,2
CSccfM7eWB8,Rise Fall USA Elections Biden spills BEANS Obama 3rd term DNC Voter System in Place to Win Election,2
Yo38p7CYYhc,"Roger Stone, General Flynn, and cheating Democrats. Harmeet Dhillon with Dr. Gorka on AMERICA First",2
R0hjGXPqYuA,美國最高法院外Stop the Steal直播#環球新聞,2
r79IcY3qhSY,"#RogerStone says ""No Justice; No Peace"" Regarding the 2020 Election",2
YTR-mrcPISk,Voting Fraud in Detroit Michigan!,2
VmDHY5FQkBs,"How Trump can win. Sebastian Gorka at the TRUMP March 2020 in Washington, DC.",2
fo4cbes8XUg,ERIC COOMER  How do we alter votes using the D0MINI0N system?  Eric explain how it's done,2
CACPqgviWZM,"Trump rallies and humor, Blatant voter fraud",2
iacTZZt14tQ,"Trump Campaign Officials Speak in Las Vegas, NV | LIVE | NowThis",2
fhWCL6g3Mjs,Ballad of the Midnight Ballot by Toots Sweet,2
O7IHQr-F98Q,Sean Spicer Breaks with President Trump on Voter Fraud,0
Bi3-1IFH_TI,"Is Trump About to Pounce on the Coupsters? , 3397",2
_SSwjqSoXxM,Gaslit Nation // Jennifer Cohn: Transparency is the Only Way to Prevent Fraud,0
i2BMafMOqbc,CNN Shows How Easy Voter Fraud Was In 2017,2
YP-x4o5wj6M,Andrew Neil has a go at Nigel Farage on postal voting fraud (04Nov20),0
qgg1NrbpAac,Michigan election fraud lawsuit filed with sworn affidavits detailing major voter fraud,2
TuR4IRml268,"""Trump Sucks""  (Composed, recorded & filmed in a few hours, 09/27/20)",0
leNd4ORiBEs,Service Dog Deserves a Vote!,2
XAPOfWumjIE,STOP THE STEAL | Hawaii State Capitol | 11/14/2020,2
5ymjp2uIBws,The Twilight Zone ~ 1959 ~ Original Opening Title  ~ UPA Animation,2
7BhNV12gm6M,US Election fraud video played in Trump Rally in GA,2
vttTXM_yzdg,VOTER FRAUD Broward County Election Officials Transferring Ballots in Rented Truck on Election Night,2
jKaMtlagtko,Georgia Democrat Elena Parent Gets Wrecked By Law Professor,2
fQU1JVrWkHA,Trump's speech in full as he repeats claim of voter fraud,2
jMjdXNG3umM,"Jake Lloyd Gives a Speech at the #StoptheSteal Rally in Harrisburg, PA",2
qpy6DqQ9C4c,"2020 election fraud, race called with 16k of 2.2m votes LOL",2
U_vjzjMDenk,"Nick Fuentes at Stop the Steal - Phoenix, AZ",0
tSechRFoVPc,De Blasio's Daughter Admits Joe Biden's Steal #voterfraud #itaintover #trump2020 #wakeupamerica,2
qOAZzBwQ5_A,Michigan AG threatens Journalist for exposing voter fraud,0
mAFv55o47ok,Barack Obama: The 2020 60 Minutes interview,2
g7EYAjeORgI,BREAKING : Joe Biden & Barack Obama Admits Voter Fraud While On Live TV !!,2
AgiwthhtTwo,President Trump Campaign Press Conference Thurs-11/19/2020 Election Fraud,2
dNcNhpSr0Jg,Fraud 2020,2
5EIbooeXnic,"🔴 Watch LIVE: President Trump Make America Great Again Rally in Waterford Township, MI 10-30-20",2
1TxNR9gxX_E,Man Filling Out Multiple Ballots Sitting At Table In Election Poll Area,2
3LAb6iztWCQ,President Trump FIGHTS as FECKLESS COWARDLY Republicans Dawdle!!!,2
tPv2uSXEHzA,100-Ballot Sample in AZ Finds 3% of FRAUD in Joe Biden's Favor!,2
gqQtL3pYYRQ,Episode 1205 Scott Adams: I Tell You How Democrats Pulled off the Perfect (Alleged!) Crime,2
w-DGY25eo7s,"Powell: Dems Had Voter Fraud Planned, Audit Needed Nationwide, Could Also Be Happening to Democrats",2
UzMQvSSV7d4,Election Voter Faud Continues... Pt2,2
yrLF8p8DxgI,ELECTION Night #2 - POLLS RIGGED ? Ballot Measure & Sharpie Marker ! VIDEO Evidence ? Trump Biden,0
kEE9gncwoAE,"Patrick Casey Gives a Speech at the #StoptheSteal Rally in Harrisburg, PA",2
bfO4GznuowU,Ep. 410 Georgia Voter Fraud Hearing - The Common Sense Show®,2
FmbGeMNB5Pg,Giuliani lashes Barr s dismissal of voter fraud  No  semblance  of investigation,2
MjC7QeQgbzU,(At least) 80 million Americans Know Something Is Wrong - US Elections,2
ej7PBKpoiPQ,GUY CAUGHT FILLING OUT AND CHANGING BALLOTS. EXP0SED #3 EVIDENCE,2
wTDaIj6L_Zc,Just Some More Voter Fraud....,2
R6x8Z4NLUAA,[11] Exit Poll Expert Proves Election Fraud w/ Richard Charnin,2
8as9KjNTNrk,"Stop The Steal - Washington, D.C.",2
uF6aBfeyRoo,"Pennsylvania election night, How Trump loses his 690k lead",2
wDB-wM6GdRo,Joe Biden Admits Election Fraud!,2
aTUua4r_saQ,"REELTalk: Lt General Thomas McInerney on voter fraud, Senior Reporter for CBN News Dale Hurd and the",2
aMlqJVO9IUQ,PA VOTE COUNTERS W FULL OVERSTUFFED BACKPACK & JACKETS  LEAVE SHIFT WITH WHAT INSIDE?? 11-4 at1:44am,2
hFR0QFoEdEk,Matt Barynard's Voter Integrity Project,2
kmaG91fqdgw,Voter Fraud is Real,2
GuD7tRYwvr4,President Trump Responds to AG Barr's Claims About Voter Fraud,2
E2HdRgaN_ew,DETROIT LEAKS: THIS VIDEO PROVES VOTER FRAUD IN MICHIGAN!!!,2
oh_PJfcd2wo,Rudy EXPOSES systemic fraud throughout election -,2
wP4WJ_dgZlo,OFICIAL ELECTORAL DEMÓCRATA ARRESTADA POR FRAUDE EN MICHIGAN,4
jp2d8lJn25Y,Biden's “the most extensive and inclusive VOTER FRAUD organization”,2
u8xscMwM_cc,Where Are the Missing Ballots? - SOUTH PARK,2
lFRr6tz8V1Q,NO FRAUD - Emancipation from the Chains of Custody,2
98aKlXQQrB0,"MAX OTTE - ""Trump hat mit Sicherheit recht""",2
vhsGCYP4TZM,Wird Trump Lincoln als Vorbild nehmen? | frontalPlus Analyse,2
JqGNejrrKcI,Calling Trump's Voter Fraud Hotline [Cope Content],0
CoYpGDldFF4,Election Fraud - Tucker Carlson - 11/11,2
Us8vOqqamow,Porque Biden no es presidente todavia?,2
-5W6cnlmuc4,Michigan TCF Voter Center Fraud Caught on Camera,2
74ALooHqT8Y,Stop The Steal,2
cT2ZxajNIts,Trump supporters plan large election fraud protests in Washington this weekend,2
GkXc2g8zzHo,"POST-ELECTION SHOW: Spiders, Flying Cars, #StopTheSteal!!!",2
xldHzJuJ8W8,THIS ELECTION WAS STOLEN,2
4HO34dROxkU,the excuse she gives for cheating will absolutely shock you...,2
MCeicBMM-GI,"CERTIFIED: Georgia, Michigan Election Results Finalized | NewsNOW from FOX",2
hvZ4Olm47kE,Georgia ballots : election fraud 2020. Ruby!,2
n4d92iPekto,Next Steps for Trump,1
I-QF7AuzDK0,Chinese spy found attempting to ‘influence and suborn’ Democrats,2
Gv_AHh6G9Sk,Lt. General Mcinerny Explains WHO/WHAT the Kraken IS & the Treason in this Election Fraud - 11/28/20,2
JAVyuFyAEiU,Hammer & Scorecard voter fraud software,2
ODdVPL5WpoY,Kayleigh McEnany: In Michigan there were many instances of fraud,2
n8TEk-PeoSc,"Voter Fraud In Queens Village, NY",2
lpPQwTBvKxs,Finally: Legit Lawsuits | Guest: Congressman Chip Roy | 12/8/20,2
uPSL-_Ge8bM,RISE FALL USA - Democrat DNC Voter issues Presidential Election current events December 2020,2
0OWO0Up3UcI,FBI ARRESTS DEMOCRAT APPOINTED OFFICIAL WHO FAKED MARRIAGE FOR CITIZENSHIP,2
mwGHVilTzkM,"ELECTION FRAUD: Gaetz, Bannon, the Deep State & the Election Solution",2
1CikzKEoVKQ,LIVE: Michigan Bureau of Elections to discusses certifying | Michigan | Post Election | USA,2
NdVrNJRr2DA,【#大紀元直播】華盛頓制止竊票支持川普集會Stop The Steal/Ride for 45 ｜#大紀元新聞網,0
EHd1cOtddgU,Mr. @realNormanSmith Goes To Washington #StopTheSteal #MillionMagaMarch,2
PZtP30SQroo,Meet Two Election Fraud GRIFTERS: Ali Alexander and Richard Hopkins,0
zOGfF6jg5Pc,"ALG Offering $10,000 Reward for Election Fraud Tipsters",2
MUmrlOKVxko,VOTER FRAUD BEFORE YOUR VERY EYES! Disgusting!,2
WCHa5Q-VT5c,What Does God Say About President Trump? - SADHU SUNDAR SELVARAJ,1
CQi4-SGtiQQ,【#大紀元直播 】 美國賓州集會挺川普 （ stop the steal ）（11·21.2020） | 大紀元新聞網,0
-rqcVds7nOo,Pirates for Ballot Integrity Rally in Atlanta Georgia State Capitol ~ Stop the Steal Protest,2
7f0uvyHTSzQ,Lindsey Graham talks about potential election fraud in nursing homes with Sean Hannity,2
4_m387mvptY,Prophetic Word Over 2020 U.S. Presidential Elections,2
HJgvGd5NEtY,"""What Happened In California Is Beyond Disgraceful"" - Activist UNLEASHES On LA Election Officials",1
pkRPXzN5SFQ,Election Fraud More Info,2
y4J6JZVN4_4,Media reaction to Trump Win,2
mXDD-ikguBA,Sidney Powell Warns They Have Evidence To Prove Massive Vote Fraud,2
rGAkJDSnVUU,"WYABT - The Hammer/Scorecard - Nov 3, Election Day",2
o0WpFvhZLcQ,"Meet Miles Guo, Chinese billionaire, election fraud 2020",2
5OUW8_VF6XA,SHOCKING: BIDEN CAMPAIGN DIRECTOR ARRESTED,2
GUbAopXXz4I,20 binders of voter fraud about to be presented in Nevada from the election.,2
HTOcCgM_NcU,What kind of machines will voters use next?,0
wY-cR6OC4fY,Voter Fraud? Timothy Smith has more proof of fraud.,2
LlX_dsQS6d8,"Cardi B and Joe Biden’s CANDID Conversation About Racial Equality, Free College and Healthcare",2
H0rRIwPRqOc,Brilliant Trump Ad: Why isn't Hillary 50 Points Ahead | Donald  Trump Web Ad,2
QvrVOOjZdCA,Obama: Donald Trump's 'Whining' Over Voter Fraud Shows He 'Doesn't Have What It Takes' | NBC News,2
jUx6Y-GZQkc,Biden Says：We Created The Most Extensive and Inclusive Voter Fraud Organization In American History,2
9gvIE3uQ0dU,"Voter Fraud, Trump's Legacy, and Climate Change (ft. Vaush, MikeFromPA, and more)",0
aVjwBNsiOv0,The Last Of The Mohicans (1992) Original Motion Picture Soundtrack - Full OST,2
aVqrogLT9xA,2020 Election Process Unconstitutional? | Constitution Corner,2
EAwWPadFsOA,Mortal Kombat Theme Song Original,2
k0lyTxL1bto,"The Stolen Election, Pt. 2: Hiding Biden Laptop Scandal Reveals More Frightening Social Plan",2
AA7iftQRE7g,Biden necesita dinero para enfrentar demandas. La guerra con China “es inevitable” | China en Foco,2
CcgEt0suaEM,Tech giants Facebook and Twitter ‘censor’ negative Joe Biden stories,2
eMDAUuebP3o,BREAKING: President Trump EXPLOSIVE Press Conference at Operation Warp Speed Speech,2
f8--pEfJGJc,#stopthesteal,2
qe01AwFzH0k,Mark Zuckerberg Of Facebook: The Central Villain In GA Ballot Fraud? Dick Morris TV: Lunch ALERT!,2
1-QVny8pxZg,Oregon's Vote by Mail Fraud,2
IKvWUvhKTVI,Nicholas J. Fuentes Puts America First in Arizona as Fraudulent 2020 Election Hearing Goes on Inside,2
rcOiLV2xv6g,Hillary's MASSIVE VOTER FRAUD Proven in NEW YORK,1
rRb1ds69PvY,Trump is my President - Hackenknall Audio Artwork,2
_mtFM9faoSg,I experienced Voter Fraud in NYC 2020 Elections,2
rJcH5Tf15q0,"Trump Declares Democrats Are STEALING the Election, Wave of Lawsuits UNLEASHED on Key Swing States",2
twswIV9vaUw,Democrats never believed they could win this election honestly,2
vthDm3cJ4m4,CCP princeling revealed bulk fake ballots from China,0
A0tVbYztXgk,Broward Country FL official discusses election fraud in interview Biden 2020 fake votes ballot,2
BcpafVnqFWo,Election Fraud 2020 Search Results,2
GWbdpmBug38,2of2 VOTER FRAUD US DISTRICT COURT GEORGIA HEARING PEARSON v KEMP 12-7-2020 DEFENSE OPENING ARGUMENT,2
Qhml9ulaz1s,Trump Makes Internet ERUPT with Speech on the Status of the Election,2
VefowC0TUu8,Viganò Warns Trump of GLOBAL-GREAT-RESET: Deep Church and Katechon,2
mSgJhngVm1U,"Nick Fuentes Reviews the Harrisburg, PA #StoptheSteal Rally",0
Zy-oKs7PH1E,IGP3 00105 — Twat Police Censoring Voter Fraud Twatts,2
r8LTa_29dUs,Andy Beshear - Matt Bevin - Vote Change .. Was ist da schonwieder los ? cnn,2
Iyyatuj55XI,THE RIGGING OF THE RUST BELT,2
pQ7GYJXIzW8,BREAKING: Trump Heads To Supreme Court for a Arizona Win!!,2
r5vsWvP1qGs,Tammy Clark LIVE from the Stop the Steal Rally in Lansing!,2
OTIPMlX3zaQ,MASSIVE CRIMINAL VOTER FRAUD - Sidney Powell - accuracy of Dominion voting machines & Smartmatic,2
ggs65Iautzg,Attorney Sidney Powell Is Ready To 'Release The Kraken' With The Vote Switching Evidence By Dominion,2
bPB1KwnN1j0,Exposing the TRUTH About the George Soros and Bill Gates Funded Wide-Spread Voter and Medical...,2
uSQAqjrf41o,Biden's 'cognitive decline' means he forgets he leads the 'most divisive party' in US,2
